"type","year","subject","content","option_a","option_b","option_c","option_d","answer","explanation","tags"
"choice","107-1","諮商與心理治療實務與專業倫理","阿泰剛進到一所國中擔任諮商心理師，他發現學生間有次級文化，只要是參與某一團體的同學，就能向其他同學收取營養費，對於拒繳的同學，這個團體的成員有權力施予懲戒，對於此一現象，阿泰目前採取下列那一項作法，最適宜？","此現象在這個學校已行之多年，其他老師都不管了，阿泰不宜做任何干涉","應立即召集有繳交營養費的同學，發起拒繳活動，用團體的力量對抗強權","初期先邀請學校老師及行政人員擬定一清楚的行為規範，以助學生自我評估是否其行為已構成霸凌","應立即成立霸凌處理會議，邀集索費者、繳費者及雙方的家長至學校開會，依據學校懲處辦法做出處分","初期先邀請學校老師及行政人員擬定一清楚的行為規範，以助學生自我評估是否其行為已構成霸凌","面對校園系統性霸凌文化，直接衝撞或單點處理容易失敗。C選項透過系統合作（行政與導師）建立明確規範，是改變校園文化與進行輔導介入的必要基礎步驟。","校園輔導,霸凌處理,系統合作"
"choice","107-1","諮商與心理治療實務與專業倫理","下列何者是醫療團隊向病人宣布罹患重病的最恰當作法？","由醫師與病人單獨談話，讓病人有機會充分與醫師溝通，了解自己的病情","醫師事先選擇適合讓病人知道的病情，在病情告知後給予相關建議和再保證","要讓病人確實了解自己的病情，由醫療團隊主導告知的步驟和訊息","採取隨性非正式的會談，鼓勵病人及家屬詢問他們想問的問題","採取隨性非正式的會談，鼓勵病人及家屬詢問他們想問的問題","病情告知（Breaking Bad News）應遵循SPIKES模式等原則，創造支持性環境。D選項強調「以病人為中心」，鼓勵提問與雙向溝通，而非單向灌輸或過度主導，較符合現代醫療倫理。","病情告知,醫病溝通,心理腫瘤學"
"choice","107-1","諮商與心理治療實務與專業倫理","在自殺防治中心的諮商心理師，進行自殺個案危機處理時，下列何者作法最不合宜？","確定當事人的安全是最重要的","蒐集當事人完整的相關資料是診斷危機當事人的基礎","運用半專業的志工協助電話諮商服務","先了解可用的社會資源網路","蒐集當事人完整的相關資料是診斷危機當事人的基礎","危機處理（Crisis Intervention）的時間緊迫，首要目標是「安全」與「穩定」，而非進行耗時的「完整資料蒐集」。應聚焦於立即風險評估與當下的因應資源。","危機處理,自殺防治,優先順序"
"choice","107-1","諮商與心理治療實務與專業倫理","某諮商心理師接到一位有自殺企圖的當事人，評估目前當事人是處在有自殺企圖、無具體行動的階段，深感壓力而諮詢其督導的意見，督導亦認為諮商心理師目前做到必要的保護措施，保持密切及信任的諮商關係，應該暫時還不會有立即危險。然而該諮商心理師仍頻頻做惡夢，經常被當事人自殺身亡的惡夢嚇醒。該諮商心理師接下來做何處理最適當？","想辦法讓當事人接受住院治療，以免當事人真的自殺","成立當事人的同儕保護小組24小時陪伴當事人","該諮商心理師須尋求諮商，以了解自己為何過度擔心","該諮商心理師跟督導說自己負荷不了了，申請終止諮商","該諮商心理師須尋求諮商，以了解自己為何過度擔心","心理師出現惡夢與過度焦慮，顯示可能產生了「替代性創傷」（Vicarious Traumatization）或強烈的反移情。既已確認個案安全措施無虞，心理師應處理自身的內在焦慮，而非將焦慮行動化（如強制住院或結案）。","替代性創傷,自我照顧,反移情"
"choice","107-1","諮商與心理治療實務與專業倫理","當事人因父母嚴重施虐而被安置並轉介諮商，但在晤談中情緒平穩，沒有明顯的正向或負向情緒。這現象最可能代表下列那一項原因？","當事人的父母是情緒疏離的人，當事人產生模仿學習","當事人壓抑自己的情緒，以產生自我安全感","當事人對情緒的知覺未能分化","當事人的情緒發展階段受限","當事人壓抑自己的情緒，以產生自我安全感","受虐兒常透過情感隔離（Isolation of Affect）或壓抑（Repression）來因應創傷，避免引發施虐者的憤怒或感受痛苦，這是一種生存機制。","創傷反應,防衛機轉,受虐兒"
"choice","107-1","諮商與心理治療實務與專業倫理","依 Peterson, Sampson 與 Reardon(1991)對生涯衡鑑工具的分類，「語句完成測驗」係屬於下列那一種類型的衡鑑工具？","刺激模糊／反應模糊","刺激模糊／反應清楚","刺激清楚／反應模糊","刺激清楚／反應清楚","刺激清楚／反應模糊","根據CIP理論學者的分類，語句完成測驗提供具體的語句開頭（Stimulus Clear），但允許受試者自由投射其結尾（Response Ambiguous/Vague），屬於投射性測驗的一種變體。","生涯衡鑑,投射測驗,心理測驗"
"choice","107-1","諮商與心理治療實務與專業倫理","下列何者為諮商心理師應秉持的危機處理原則？","熟悉社區中緊急處遇的相關資源","危機當事人應由同一個人提供服務，不得轉案給他人處理","諮商心理師即使自覺無法處理，也不得拒收事出緊急的危機當事人","須讓當事人覺察自己正處於無力改變的無望處境，藉以提高其現實感","熟悉社區中緊急處遇的相關資源","危機處理極需系統合作。心理師必須熟知警政、醫療、社政等資源以進行連結。C錯在若能力不足應轉介；D錯在不應強化無望感。","危機處理,資源連結,轉介倫理"
"choice","107-1","諮商與心理治療實務與專業倫理","某諮商心理師在為拍爆破戲而受到二度灼傷的知名女藝人諮商後，開始晚上做惡夢，常因夢到自己臉燒得糊糊的，甚至身體部位出現疼痛感的現象而驚醒，下列敘述何者最適當？","該諮商心理師可能曾夢想擔任戲劇女主角，才會因此而把自己投入過深","該諮商心理師一定是有自己的創傷經驗，被這位女藝人的故事所勾起","類似的現象亦可能發生在其他協助創傷個案的諮商心理師身上","類似的現象只會發生在少數自己有心理創傷的諮商心理師身上","類似的現象亦可能發生在其他協助創傷個案的諮商心理師身上","這是典型的「替代性創傷」（Vicarious Traumatization）或「同情疲勞」，是創傷工作者常見的職業風險，並非只有曾受創者才會發生。","替代性創傷,創傷諮商,職業風險"
"choice","107-1","諮商與心理治療實務與專業倫理","有關專業倫理守則的限制，下列敘述何者正確？①不能包含所有情況②條文的敘述難以理解③應用於實際情境有其困難 ④條文本身有其衝突","①②③","②③④","①③④","①②④","①③④","倫理守則的限制包括：無法涵蓋所有情境（①）、原則間可能相衝突（④，如保密vs預警）、實際應用時需要情境判斷（③）。條文通常力求清晰，故②較非主要限制。","倫理守則,倫理決策,專業限制"
"choice","107-1","諮商與心理治療實務與專業倫理","高先生每當工作或人際關係出現問題時，就會認為問題都是他人造成的，並且想要「一醉解千愁」;章先生遇到同樣的情況則會自我檢討，努力思考對問題的解決之道。由兩人的因應方式，下列敘述何者正確？","高先生的性格較「外控」，章先生的性格較「內控」","高先生的性格較「內控」，章先生的性格較「外控」","高先生的性格較「樂觀」，章先生的性格較「悲觀」","高先生的性格較「悲觀」，章先生的性格較「樂觀」","高先生的性格較「外控」，章先生的性格較「內控」","控制信念（Locus of Control）理論：外控者傾向歸因於外在環境或他人（高先生）；內控者傾向歸因於自身努力與行為（章先生）。","控制信念,歸因理論,人格特質"
"choice","107-1","諮商與心理治療實務與專業倫理","個人在嘗試將少數的種族文化與主流文化進行連結時，會經驗五個階段，其中「對於主流文化的成員會覺得不信任和不喜歡」，屬於下列那個階段？","順從","矛盾","抗拒","內省","抗拒","根據Atkinson的少數族群認同發展模式（R/CID），「抗拒與浸入階段」（Resistance and Immersion）特徵為完全認同己身文化，排斥並懷疑主流文化。","多元文化,族群認同,R/CID模式"
"choice","107-1","諮商與心理治療實務與專業倫理","下列何者不是將文化主題納入諮商實務的主要目的？","有助提升治療的效率","能幫助諮商心理師探索當事人的核心問題","有助於諮商心理師產生對文化的薰陶與認同","它能代表有效諮商心理師應具備的能力","有助於諮商心理師產生對文化的薰陶與認同","納入文化主題是為了個案福祉、準確評估與建立關係。諮商師個人的文化薰陶是「過程」或「修養」，而非將文化納入治療個案時的「目的」。","多元文化諮商,文化勝任力"
"choice","107-1","諮商與心理治療實務與專業倫理","你的同事天天全身戒備，連在工作時都忙著抵抗想像中老闆的偏見與惡意，他看起來自尊心很強，士氣高昂，且自詡為正義而戰。此時你的專業提醒，以下列何者為宜？","快速與這位當事人結盟給他溫暖，因為他是社交恐懼症患者","快速通報老闆，因為這位同事是反社會性格異常","快速啟動自殺防治計畫，因為這位同事應該是憂鬱症發作","理解抵抗權威對這位同事的意義，不急著認為他是偏執型人格異常","理解抵抗權威對這位同事的意義，不急著認為他是偏執型人格異常","在職場或多元文化情境中，看似偏執的行為可能是對抗真實歧視或權力壓迫的生存策略（健康的文化性偏執）。專業人員應先理解其脈絡與意義，而非輕率病理化。","偏執,職場適應,脈絡化理解"
"choice","107-1","諮商與心理治療實務與專業倫理","有關老年族群的心理議題，下列敘述何者最不恰當？","老年族群存在高自殺率的危險，且自殺事件多數與可診斷的心理問題有關，如情緒障礙與憂鬱症","老年族群的心理疾病中，影響力最顯著的是認知功能退化，如阿茲海默症","老年族群的心理疾病盛行率高於其他年齡層，心理疾病乃是正常老化的現象之一","老年族群的心理與生理問題交互作用且往往互為因果，如生理疾病引發心理困擾","老年族群的心理疾病盛行率高於其他年齡層，心理疾病乃是正常老化的現象之一","心理疾病（如憂鬱、失智）雖然在老年期常見，但絕非「正常老化」的必然現象。將病理視為正常老化會導致忽視治療，這是嚴重的迷思。","老人心理學,正常老化,迷思"
"choice","107-1","諮商與心理治療實務與專業倫理","某受暴婦女在法院判決與施暴先生離婚沒多久，又回去與先生同居，對於這個現象，下列解釋何者最不恰當？","該婦女有受虐性格，所以會不由自主的回到施虐者的身旁","該婦女希望給孩子一個完整的家，而寧願冒險回去照顧子女","該婦女相信先生保證不施暴的承諾，而想試試再給他一次機會","法院可能只處理暴力防制，但該婦女在經濟及生活上仍未能獲得安全的保障","該婦女有受虐性格，所以會不由自主的回到施虐者的身旁","將受暴婦女返回施暴者身邊歸因為「受虐性格」（Masochistic Personality）是過時且責怪受害者的觀點。通常原因是經濟依賴、為了孩子、恐懼報復或相信對方會改變（蜜月期）。","家庭暴力,受害者心理,迷思" 
"essay","107-1","心理健康與變態心理學","請試述至少三項司法心理師的工作內容來說明何謂司法心理學(Forensic Psychology)；並用「個案觀點的重要性」、「自主性」、「效度威脅」、「關係與動力」四個向度來說明司法心理師在進行其工作時，和一般心理師(包括臨床/諮商心理師)工作時之差異。","","","","","","【擬答重點】\n一、司法心理學定義與工作內容：\n司法心理學係將心理學原理應用於法律體系之專業。工作內容包括：\n1. 專家證詞：針對心神喪失、受審能力提供評估。\n2. 監護與評估：兒童監護權評估、受虐兒證詞可信度評估。\n3. 矯治與處遇：性侵害加害者或受刑人之心理治療與再犯風險評估。\n\n二、與一般心理師之差異：\n1. 個案觀點的重要性：一般心理師以同理個案主觀觀點為主；司法心理師需保持客觀中立，關注事實與法律標準，而非僅採信個案說法。\n2. 自主性：一般諮商中個案多屬自願；司法情境下個案常為強制轉介（非自願），缺乏自主性。\n3. 效度威脅：司法個案常有詐病（Malingering）或社會期許反應以獲取減刑或利益之動機，效度威脅高；一般諮商較少此考量。\n4. 關係與動力：一般諮商建立治療聯盟；司法心理師與個案關係較疏離、評估性質重，需留意雙重關係與倫理界線，互動動力常涉及抗拒與防衛。","司法心理學,司法心理師,角色差異,強制治療,詐病"
"essay","107-1","心理健康與變態心理學","請以四項症狀來描述恐慌症發作(panic attack)之現象，請說明可能造成恐慌症的生理成因；並以「內在體感制約」和「災難性解讀身體線索」兩概念來解釋恐慌症發生的心理/認知成因，以及目前處理恐慌症較常用之治療技術。","","","","","","【擬答重點】\n一、恐慌發作症狀（舉四項）：\n心悸或心跳加速、出汗、顫抖、呼吸困難或窒息感、胸痛、噁心、頭暈、失去現實感、害怕失去控制或發瘋、瀕死感。\n\n二、生理成因：\n1. 遺傳因素。\n2. 神經傳導物質異常（如正腎上腺素活性過高、GABA功能不足）。\n3. 腦部結構：藍斑核（Locus Coeruleus）與杏仁核過度敏感，易啟動戰或逃反應。\n\n三、心理/認知成因：\n1. 內在體感制約（Interoceptive Conditioning）：個案將輕微的生理覺察（如心跳快）與初次恐慌發作的恐懼連結，形成制約，日後一有生理波動即誘發焦慮。\n2. 災難性解讀（Catastrophic Misinterpretation）：個案傾向將正常的身體感覺（如頭暈）錯誤解讀為即將發生大災難（如中風、心臟病發），導致焦慮螺旋上升。\n\n四、治療技術：\n1. 藥物治療（SSRI, BZ）。\n2. 認知行為治療（CBT）：\n   - 心理衛教：解釋恐慌生理機制。\n   - 認知重建：修正災難性想法。\n   - 呼吸訓練與放鬆訓練。\n   - 內感性暴露（Interoceptive Exposure）：在安全情境下引發身體症狀以練習去敏感化（即恐慌控制療法 PCT）。","恐慌症,恐慌發作,內在體感制約,災難性解讀,認知行為治療"
"essay","107-1","心理健康與變態心理學","HPA 軸之HPA分別為何？及HPA軸在憂鬱症形成時扮演的角色？有憂鬱傾向的人，常呈現那些貝克(Beck)所提及的認知型態及歸因偏誤？並說明貝克的認知理論如何解釋憂鬱症之形成，以及貝克如何將其認知治療法運用在治療憂鬱症患者身上？","","","","","","【擬答重點】\n一、HPA 軸：\n1. 定義：下視丘（Hypothalamus）- 腦下垂體（Pituitary）- 腎上腺（Adrenal）軸。\n2. 憂鬱症角色：長期壓力導致 HPA 軸過度活化，皮質醇（Cortisol）分泌異常升高，損害海馬迴神經元，影響情緒調節功能，導致憂鬱症狀。\n\n二、Beck 認知觀點：\n1. 認知型態：負向認知三角（Negative Triad）—對自我、世界（環境/經驗）、未來抱持負向看法。\n2. 歸因偏誤：將失敗歸因為內在、穩定、全面性因素（如「都是我的錯、我永遠做不好、我做什麼都失敗」）。\n3. 常見認知扭曲：武斷推論、選擇性摘要、過度類化、個人化、二分法思考等。\n\n三、憂鬱症形成：\n早年負向經驗形成「基模」（Schema），遇壓力事件被活化，產生負向自動化思考，引發憂鬱情緒與行為退縮。\n\n四、認知治療法（CBT）應用：\n1. 監控自動化思考：使用思考紀錄表。\n2. 蘇格拉底式對話：驗證想法的證據，挑戰非理性信念。\n3. 認知重建：發展替代性、適應性的思考。\n4. 行為活化（Behavioral Activation）：安排愉悅與成就感活動，打破憂鬱循環。","憂鬱症,HPA軸,貝克,認知治療,負向認知三角"
"choice","107-1","心理健康與變態心理學","許多美國大學新鮮人喜歡加入兄弟會或姊妹會，以成為其會員為榮，甚至感到優越。此一現象較符合下列何種防衛機轉的運作？","昇華作用(sublimation)","認同作用(identification)","補償作用(compensation)","替代作用(displacement)","認同作用(identification)","認同作用指個體透過模仿或歸屬某個有權威、地位的團體或人物，來提升自我價值感並減少焦慮。加入兄弟會以獲得優越感即為此例。","防衛機轉,認同作用,心理動力"
"choice","107-1","心理健康與變態心理學","學者建議人們在做決定時，可採用下列何種工具，來幫助自己更具體了解「趨避間的價值輕重」？","期望表(expectancy table)","平衡單(balance sheet)","檢核表(checklist)","力場分析(force-field analysis)","平衡單(balance sheet)","平衡單（Balance Sheet）是用於決策的工具，協助個體評估各個選項在自我、他人、物質與精神層面的得失（利弊），以權衡趨避價值。","生涯決策,平衡單,諮商技術"
"choice","107-1","心理健康與變態心理學","關於人類如何選擇休閒活動的理論，下列敘述何者錯誤？","「補償說」強調個人會選擇與自己工作顯著不同的休閒活動","「相似說」強調個人會選擇與自己日常熟悉事務有關的休閒活動","「機會論」強調個人會選擇能從中獲得最大滿足與利益的休閒活動","「參照團體論」認為個人的休閒選擇會受到社會價值、習慣與規範的顯著影響","「機會論」強調個人會選擇能從中獲得最大滿足與利益的休閒活動","休閒理論中的「機會論」通常指「剩餘能量說」或依據環境可得性；而強調「獲得最大滿足與利益」較接近「需求滿足論」或「預期價值論」。選項敘述較不精確符合傳統機會論定義。","休閒心理學,休閒理論,動機"
"choice","107-1","心理健康與變態心理學","那一位心理學家定義心理適應不良為「經驗與自我間不一致的差距太大」？","羅吉斯(Rogers)","貝克(Beck)","佛洛伊德(Freud)","華生(Watson)","羅吉斯(Rogers)","Rogers 認為心理適應不良源於「真實我」（Real Self/Experience）與「理想我」或「自我概念」（Self-Concept）之間的不一致（Incongruence）。","羅吉斯,人本主義,自我概念"
"choice","107-1","心理健康與變態心理學","Thomas 和 Chess於1977年提出決定氣質的指標表現，可分成三大類，惟不包括下列何者？","磨娘精(difficult)","慢吞吞(slow to warm up)","好養飼(easy)","急驚風(fast)","急驚風(fast)","Thomas & Chess 的氣質分類為：易養型（Easy）、磨娘精型（Difficult）、慢吞吞型（Slow-to-warm-up）。無「急驚風」此一分類。","發展心理學,氣質,Thomas & Chess"
"choice","107-1","心理健康與變態心理學","根據懷斯(Weiss)對寂寞的分類，下列何者是「邊緣感、枯燥無聊及無目標感等特徵的隔離(isolation)」？","社交性隔離","情緒性隔離","防衛性隔離","不安全隔離","社交性隔離","Weiss 將寂寞分為「情緒性寂寞」（缺乏親密依附，感焦慮空虛）與「社交性寂寞」（缺乏社群歸屬，感無聊、被邊緣化）。題目描述符合後者。","寂寞,社會心理學,人際關係"
"choice","107-1","心理健康與變態心理學","諮商師常運用協同治療與學童的父母、學校老師、安親班老師等會談，來協助輔導某些學童學習配合學校及家庭之規範。請問這涉及Bronfenbrenner 提到之生態社區諮商那一向度的介入？","微系統(microsystem)","中層系統(mesosystem)","外層系統(exosystem)","大系統(macrosystem)","中層系統(mesosystem)","中層系統（Mesosystem）指兩個或多個微系統（如家庭與學校）之間的互動與連結。親師合作即屬於此系統的運作。","生態系統理論,Bronfenbrenner,發展心理學"
"choice","107-1","心理健康與變態心理學","下列何種措施，其目標為防止傷害擴大或減緩傷害蔓延，同時也預防產生失能感，並對當事人進行復健？","初級預防","次級預防","三級預防","四級預防","三級預防","三級預防（Tertiary Prevention）針對已發生問題的個案，目標在於減低殘障、避免惡化、復健與預防復發。","預防心理學,公共衛生,三級預防"
"choice","107-1","心理健康與變態心理學","下列何者是最能預測自殺的危險因子？","公開討論自殺及如何自殺","對眼前生命與生活感覺很差，把希望放在遙遠的未來","智能不足","高自我期待的完美主義者","高自我期待的完美主義者","此題官方更正答案為 A 或 D 或 AD 均給分。完美主義（特別是社會期許型）是高成就者自殺的重要預測因子；而公開談論自殺（A）亦是重要警訊（打破不說的迷思）。","自殺防治,危險因子,完美主義"
"choice","107-1","心理健康與變態心理學","關於兒童和青少年憂鬱症的研究，下列何者正確？","成人憂鬱症的遺傳學研究結果不適用於兒童和青少年","父母若有一位罹患憂鬱症，並不會增加兒童或青少年罹患憂鬱症的機率","憂鬱症兒童的認知想法比一般兒童負向","憂鬱症兒童的人際關係與一般兒童相似","憂鬱症兒童的認知想法比一般兒童負向","憂鬱症兒童如同成人，在認知上常表現出負向歸因、自我批評與無望感。","兒童憂鬱症,發展精神病理,認知特徵"
"choice","107-1","心理健康與變態心理學","「降低病患家屬的情緒表露」對思覺失調症(schizophrenia)患者具有何種影響？","預防思覺失調症的發生(onset)","減少思覺失調症的復發(relapse)","改善思覺失調症的負性症狀","改善思覺失調症的正性症狀","減少思覺失調症的復發(relapse)","高情緒表露（High Expressed Emotion, High EE）如批評、敵意、過度涉入，是導致思覺失調症復發的主因。降低 EE 能顯著減少復發率。","思覺失調症,情緒表露,家族治療"
"choice","107-1","心理健康與變態心理學","下列有關「自尊」(self-esteem)和自我概念(self-concept)的敘述何者正確？","自我概念有評價的意涵，自尊則無","覺得自己跟別人能力不一樣，會導致低自尊","自我概念是我們看自己的性格和身體的一個方式","自我概念明顯的受基因影響","自我概念是我們看自己的性格和身體的一個方式","自我概念是個人對自己的描述性知覺（我是誰）；自尊則是對這些知覺的評價（我好不好）。C 選項描述正確。","自尊,自我概念,人格心理學"
"choice","107-1","心理健康與變態心理學","下列那些觀點符合羅吉斯(Rogers)人本論的看法？①認為自我實現的傾向是每個人都擁有的積極成長力量 ②認為每個人都可以發展自己的潛能以維持或改善自己的生活 ③相信每個人必能達成自我實現","僅①②","僅②③","僅①③","①②③","僅①②","Rogers 認為自我實現傾向是與生俱來的動力（①），人有能力發展潛能（②），但並非每個人「必能」達成自我實現（③），需視環境條件（如無條件正向關懷）是否具足。","羅吉斯,人本主義,自我實現"
"choice","107-1","心理健康與變態心理學","13 歲的阿花極度在意自己的外表，雖然根本看不出來她最近胖了1公斤，她卻相信同儕都在對她品頭論足。對此現象的解釋，下列何者正確？","妄想(delusion)","本質歸因(dispositional attribution)","想像觀眾(imaginary audience)","個人神話(personal fable)","想像觀眾(imaginary audience)","Elkind 提出的青少年自我中心主義中，「想像觀眾」指青少年認為自己是眾人注目的焦點，好像站在舞台上一樣。","青少年發展,自我中心,Elkind"
"choice","107-1","心理健康與變態心理學","男女交往時，隨著關係加深，會考慮不同因素作為結婚的條件，例如：一對宗教信仰不同的男女朋友，會認為就結婚而言，職業的相似性比宗教更為重要。下列何者較接近此觀點？","相配假說(matching hypothesis)","社會比較(social comparison)","重複篩檢(refiltering)","未來酬償(future rewarding)","重複篩檢(refiltering)","過濾理論（Filter Theory）指出，伴侶選擇經過不同階段的篩選（如社會學特質 -> 價值觀 -> 需求互補）。「重複篩檢」指隨著關係發展，篩選標準會改變或重新權衡。","親密關係,擇偶理論,過濾理論"
"choice","107-1","心理健康與變態心理學","下列何者符合列文格(George Levinger)的友誼發展三階段的順序？","表面接觸→知曉→相互傾訴","知曉→表面接觸→相互傾訴","相互傾訴→表面接觸→知曉","表面接觸→相互傾訴→知曉","知曉→表面接觸→相互傾訴","Levinger 的關係發展階段通常描述為：覺察（Awareness/知曉）→ 表面接觸（Surface Contact）→ 互惠/相互傾訴（Mutuality）。","人際關係,友誼發展,社會心理學"
"choice","107-1","心理健康與變態心理學","有關 Finkelhor 對兒童性虐待者進行性暴力原因的研究，提出四階段模式的概念，下列敘述何者錯誤？","兒虐者會認同兒童的情緒，如：認為自己是軟弱的","克服內在的抑制因素，如：藉著喝酒降低自我控制力","去除外在的抑制因素，如：刻意接近有受害對象的環境","生理需求太強烈，如：不管對象隨時需要滿足","生理需求太強烈，如：不管對象隨時需要滿足","Finkelhor 的四因素模式為：1. 性虐待動機（非單純生理需求，含情緒需求）、2. 克服內在抑制、3. 克服外在抑制、4. 克服兒童抵抗。D 選項簡化為「生理需求太強」並非該理論核心解釋。","性侵害,犯罪心理學,Finkelhor"
"choice","107-1","心理健康與變態心理學","關於男性和女性死亡率的差距正逐漸減少的相關研究結果，下列敘述何者較正確？","女性抽菸與喝酒的比率逐漸減少，導致女性肺癌與心血管疾病死亡率下降","女性收入比男性低，且職場壓力較溫和","兩性生活方式的差異性逐漸減少","現代社會大多數的死亡是由傳染病所造成","兩性生活方式的差異性逐漸減少","隨著性別角色變遷，女性生活型態（如工作壓力、菸酒使用）漸趨近男性，導致兩性在心血管疾病等死亡率上的差距縮小。","健康心理學,性別差異,死亡率"
"choice","107-1","心理健康與變態心理學","小明相信當他需要時，可以打電話給朋友，以獲得及時的幫助。這是一種什麼類型的因應方式？","結構型社會支持","競爭型社會支持","虛擬型社會支持","功能型社會支持","功能型社會支持","社會支持分為「結構型」（網絡規模、頻率）與「功能型」（主觀感受到的支持、知覺支持）。相信「需要時能得到幫助」屬於功能型/知覺性支持。","社會支持,壓力因應,健康心理學"
"choice","107-1","心理健康與變態心理學","無論國內外研究皆發現，性侵害之加害者有接近70%的比例為下列何者所為？","學校之教師","陌生人","小偷等陌生人在犯案時順便而為","相識者及家庭成員","相識者及家庭成員","性侵害案件中，熟人強暴（Acquaintance Rape）佔絕大多數，包括親屬、朋友、約會對象等。","性侵害,犯罪統計,熟人強暴"
"choice","107-1","心理健康與變態心理學","心理學家 Freudenberger 和 Richelson (1980)所編製的「工作過勞量表」顯示，工作過勞為何種強烈的特質所導致？","責任感","事業心","控制慾","工作狂","工作狂","Freudenberger 指出，過勞（Burnout）常發生在過度獻身、承諾、且具有工作狂（Workaholic）特質的人身上，他們忽視自身需求。","工商心理學,過勞,職業倦怠"
"choice","107-1","心理健康與變態心理學","有關素質-壓力模式(diathesis-stress model)對生病(illness)觀點的描述，下列何者正確？","素質脆弱因素僅指心理性因素","素質脆弱性因素扮演直接影響生病角色","壓力因素扮演直接影響生病角色","壓力因素可能改變免疫力增加生病危險","壓力因素可能改變免疫力增加生病危險","素質-壓力模式認為疾病是「脆弱素質」（含生理/基因/心理）與「環境壓力」交互作用的結果。壓力可透過生理機制（如免疫下降）誘發疾病。","變態心理學,素質壓力模式,病理成因"
"choice","107-1","心理健康與變態心理學","小明每天在課業及兼差打工中打轉，經常擔心考試被當掉，又擔心沒時間陪女友小花！最近一直睡不好，今天打工又遲了20幾分鐘，老闆告訴他：「這已不是第一次了，我無法忍受你一再遲到，我不得不請你走路。」小明剎時臉色蒼白，瑟縮地被小花帶到學校輔導中心……。請問下列何種敘述符合小明的診斷與處置策略？","這是創傷事件，應立即由創傷後壓力症候群(PTSD)的角度進行治療","這是壓力事件，需評估對各種壓力源的多重反應，進行壓力處置策略","這是大學生常見的事件，沒什麼好大驚小怪的，休息兩三天就好","這是失去工作的傷働反應，要謹慎處理失落的傷働反應","這是壓力事件，需評估對各種壓力源的多重反應，進行壓力處置策略","小明面臨多重壓力源（課業、感情、工作、睡眠），且症狀主要為焦慮與功能下降，尚未達 PTSD 標準（無危及生命創傷），亦非單純哀悼。應視為壓力適應問題進行評估與處遇。","壓力管理,校園輔導,適應障礙"
"choice","107-1","心理健康與變態心理學","在一般適應症候群(general adaptation syndrome)中，那一個階段最像「戰或逃」(fight or flight)反應？","警戒階段","抗拒階段","憤怒階段","耗竭階段","警戒階段","GAS 第一階段為「警覺反應期」（Alarm Reaction），身體動員交感神經系統，出現戰或逃反應以應對緊急威脅。","壓力理論,Selye,GAS"
"choice","107-1","心理健康與變態心理學","將壓力視為是一種歷程的觀點，下列敘述何者錯誤？","適應壓力是人與情境持續交流(transaction)互動的歷程","「情境要求」是指人們需付出的內、外資源量","人們傾向被動評估「情境要求」與資源間的差距","「情境要求」可能造成資源流失，流失越多壓力越大","人們傾向被動評估「情境要求」與資源間的差距","Lazarus 的認知評估理論強調，人是「主動」評估情境威脅與自身資源（初級與次級評估），而非被動承受。","壓力理論,Lazarus,認知評估"
"choice","107-1","心理健康與變態心理學","你在準備諮商師考試，你知道自己苦讀多日，勝算很高，這個思考過程稱為下列何者？","最佳評估","急迫性評估","次級評估","初級評估","次級評估","初級評估判斷事件屬性（威脅/挑戰）；次級評估（Secondary Appraisal）則是評估「我有多少資源/能力應對」。評估「勝算很高」屬於評估自身應對能力的次級評估。","壓力理論,認知評估,Lazarus"
"choice","107-1","心理健康與變態心理學","Holmes 與Rahe(1967)之社會再適應評量表(Social Readjustment Rating Scale)，其主要內容不包括下列何者？","重大生活事件","日常瑣事","假期","身體疾病","日常瑣事","SRRS 量表主要測量「重大生活事件」（Major Life Events），如喪偶、離婚、結婚、生病等。「日常瑣事」（Daily Hassles）是後來 Lazarus 等人提出的另一種壓力源概念。","壓力測驗,生活事件,SRRS"
"choice","107-1","心理健康與變態心理學","在心智狀態檢查(mental status examination,MSE)中，請個案「計算100減7，再減7，再減7……………」，這是在評估個案何種能力？","語言能力(speech and language)","思考歷程(thought process)","認知(cognition)","判斷力(judgement)","認知(cognition)","連續減七法（Serial Sevens）主要用於評估「注意力與計算能力」，屬於 MSE 中的認知功能（Cognition/Sensorium）部分。","MSE,心智狀態檢查,認知功能"
"choice","107-1","心理健康與變態心理學","文雄大學畢業工作後，6個月以來變得非常緊張，每天早上都在心中反覆盤算當天的工作，深怕一出錯就會失業。整天緊張不安、注意力不集中、晚上也睡不安穩。根據DSM-5，文雄最可能的診斷是：","特定場所畏懼症(agoraphobia)","恐慌症(panic disorder)","強迫症(obsessive-compulsive disorder)","廣泛性焦慮症(generalized anxiety disorder)","廣泛性焦慮症(generalized anxiety disorder)","廣泛性焦慮症（GAD）特徵為對多種生活事件（如工作、未來）出現過度、難以控制的焦慮擔憂，持續至少六個月，伴隨坐立難安、疲倦、注意力不集中、睡眠障礙等症狀。","焦慮症,GAD,DSM-5"
